simulation,gene_info,depth,Sequence_Identity,Spiked_ReadSupp
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000487369.5-ENST00000538641.2-ENST00000678968.1,100GB,85%,85
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000487629.1-ENST00000701282.1,100GB,85%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000487671.1-ENST00000409652.5,100GB,85%,116
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000488014.5-ENST00000488014.5,100GB,85%,269
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000488036.5-ENST00000488036.5,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000488655.5-ENST00000462760.1,100GB,85%,57
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000489766.5-ENST00000702329.1,100GB,85%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000489827.1-ENST00000460377.1,100GB,85%,36
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000489842.1-ENST00000567718.1-ENST00000469063.2,100GB,85%,164
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000490013.5-ENST00000474686.5-ENST00000340296.8,100GB,85%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000490051.1-ENST00000490051.1,100GB,85%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000490994.6-ENST00000703500.1-ENST00000528220.2,100GB,85%,185
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000491243.5-ENST00000408955.3-ENST00000595777.5,100GB,85%,84
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000492244.5-ENST00000492244.5,100GB,85%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000492851.1-ENST00000599421.1,100GB,85%,68
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000493775.1-ENST00000493775.1,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000495527.5-ENST00000495527.5,100GB,85%,466
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000495856.1-ENST00000531480.2-ENST00000608765.1,100GB,85%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000497053.2-ENST00000456721.4,100GB,85%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000497090.1-ENST00000555385.1-ENST00000394979.2,100GB,85%,62
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000497596.2-ENST00000532330.5-ENST00000677131.1,100GB,85%,64
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000498999.2-ENST00000345108.6,100GB,85%,75
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000499425.1-ENST00000523724.1,100GB,85%,85
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000499499.3-ENST00000499499.3,100GB,85%,127
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000502433.5-ENST00000455544.5,100GB,85%,58
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000503026.5-ENST00000580671.1,100GB,85%,78
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000504375.1-ENST00000580160.1-ENST00000380106.4,100GB,85%,62
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000506671.5-ENST00000681701.1,100GB,85%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000507131.5-ENST00000681663.1-ENST00000515098.5,100GB,85%,214
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000508626.5-ENST00000544129.5,100GB,85%,31
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000508761.1-ENST00000508761.1,100GB,85%,62
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000508767.5-ENST00000508767.5,100GB,85%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000508845.1-ENST00000704679.1,100GB,85%,118
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000509219.2-ENST00000668193.1,100GB,85%,68
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000509917.1-ENST00000509917.1,100GB,85%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000511182.1-ENST00000511182.1,100GB,85%,42
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000511332.1-ENST00000356763.8,100GB,85%,78
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000511647.5-ENST00000400362.4,100GB,85%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000511675.5-ENST00000511675.5,100GB,85%,64
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000512517.1-ENST00000641688.3,100GB,85%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000512755.2-ENST00000657031.1,100GB,85%,168
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000514800.5-ENST00000301043.10-ENST00000700475.1,100GB,85%,62
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000514903.7-ENST00000409568.6-ENST00000451355.2,100GB,85%,64
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000515760.1-ENST00000609981.5,100GB,85%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000515839.1-ENST00000480366.1,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000516077.1-ENST00000580616.1,100GB,85%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000516589.1-ENST00000476806.5-ENST00000357116.4,100GB,85%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000516771.1-ENST00000371649.5,100GB,85%,35
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000517709.1-ENST00000517709.1,100GB,85%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000518070.1-ENST00000520863.1,100GB,85%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000518198.1-ENST00000519067.5,100GB,85%,175
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000518521.5-ENST00000696757.1-ENST00000396267.3,100GB,85%,451
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000518977.5-ENST00000489551.6,100GB,85%,108
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000518988.5-ENST00000518988.5,100GB,85%,58
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000519350.1-ENST00000523348.1,100GB,85%,54
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000519939.1-ENST00000519939.1,100GB,85%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000520087.5-ENST00000696810.1-ENST00000494765.2,100GB,85%,75
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000520527.5-ENST00000411856.1-ENST00000269391.11,100GB,85%,181
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000521284.1-ENST00000648278.1,100GB,85%,41
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000522100.5-ENST00000515170.5,100GB,85%,83
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000523131.1-ENST00000370952.4-ENST00000654739.1,100GB,85%,110
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000523179.5-ENST00000641609.1,100GB,85%,73
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000523213.1-ENST00000504622.5,100GB,85%,94
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000523278.5-ENST00000523243.5,100GB,85%,123
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000524965.5-ENST00000527320.1,100GB,85%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000525603.1-ENST00000525603.1,100GB,85%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000525690.1-ENST00000691786.1,100GB,85%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000527175.1-ENST00000606593.1,100GB,85%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000527348.1-ENST00000496932.1-ENST00000446864.2,100GB,85%,70
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000529166.6-ENST00000528546.1,100GB,85%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000529411.1-ENST00000618425.4-ENST00000487002.1,100GB,85%,61
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000530316.5-ENST00000534671.1,100GB,85%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000531398.1-ENST00000342691.5,100GB,85%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000531689.5-ENST00000603052.1-ENST00000441283.1,100GB,85%,39
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000531857.1-ENST00000397632.7,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000533245.5-ENST00000516261.1,100GB,85%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000534428.5-ENST00000620518.5,100GB,85%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000537412.5-ENST00000436471.2-ENST00000526458.1,100GB,85%,92
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000537428.2-ENST00000537428.2,100GB,85%,64
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000537550.1-ENST00000588279.2,100GB,85%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000538031.5-ENST00000650042.1,100GB,85%,71
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000538132.1-ENST00000538132.1,100GB,85%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000539394.5-ENST00000697889.1-ENST00000653544.1,100GB,85%,45
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000540963.1-ENST00000623177.1,100GB,85%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000542282.5-ENST00000542282.5,100GB,85%,65
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000542329.2-ENST00000368756.1,100GB,85%,45
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000543094.1-ENST00000471724.5,100GB,85%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000543397.1-ENST00000637035.1,100GB,85%,169
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000544175.3-ENST00000544175.3,100GB,85%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000545129.5-ENST00000536931.1,100GB,85%,43
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000545709.1-ENST00000645872.1,100GB,85%,129
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000546426.5-ENST00000637932.1,100GB,85%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000547019.1-ENST00000362381.1-ENST00000666445.1,100GB,85%,61
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000548859.1-ENST00000548859.1,100GB,85%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000548924.5-ENST00000534900.5,100GB,85%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000549527.1-ENST00000660987.1,100GB,85%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000549557.1-ENST00000693047.1,100GB,85%,38
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000549711.5-ENST00000675855.1,100GB,85%,116
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000550335.5-ENST00000547321.5,100GB,85%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000550447.5-ENST00000664316.1,100GB,85%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000551634.6-ENST00000505757.2-ENST00000462448.1,100GB,85%,65
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000551844.1-ENST00000681818.1-ENST00000703987.1,100GB,85%,326
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000552087.1-ENST00000476490.1,100GB,85%,52
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000552438.5-ENST00000564808.6,100GB,85%,71
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000552457.1-ENST00000653672.1,100GB,85%,78
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000553395.5-ENST00000453647.1,100GB,85%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000553409.5-ENST00000686474.2-ENST00000584525.5,100GB,85%,151
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000554767.5-ENST00000262494.13,100GB,85%,151
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000554851.5-ENST00000554851.5,100GB,85%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000556202.5-ENST00000556202.5,100GB,85%,105
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000556637.5-ENST00000654510.1,100GB,85%,76
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000556826.6-ENST00000423899.1-ENST00000555088.5,100GB,85%,64
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000557165.5-ENST00000380243.9,100GB,85%,514
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000557441.5-ENST00000557441.5,100GB,85%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000558396.1-ENST00000693695.1,100GB,85%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000558537.5-ENST00000568200.1,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000559218.1-ENST00000264572.11-ENST00000644088.1,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000559684.1-ENST00000511063.5,100GB,85%,84
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000559989.1-ENST00000534538.1,100GB,85%,166
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000560258.6-ENST00000222574.9,100GB,85%,74
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000560438.5-ENST00000531070.1-ENST00000568496.2,100GB,85%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000562773.1-ENST00000677715.1,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000563984.1-ENST00000521487.2,100GB,85%,73
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000564202.1-ENST00000479043.1-ENST00000569239.5,100GB,85%,77
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000564321.1-ENST00000564321.1,100GB,85%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000565098.2-ENST00000555722.5,100GB,85%,61
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000565421.1-ENST00000612014.1,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000565821.1-ENST00000565821.1,100GB,85%,41
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000567166.1-ENST00000611750.1,100GB,85%,40
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000568310.1-ENST00000436051.1,100GB,85%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000568612.5-ENST00000558804.5-ENST00000470826.5,100GB,85%,68
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000569332.5-ENST00000612986.1,100GB,85%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000569333.5-ENST00000698471.1-ENST00000262510.10,100GB,85%,293
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000569388.5-ENST00000551187.1,100GB,85%,37
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000570187.1-ENST00000568013.1,100GB,85%,107
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000571051.5-ENST00000311331.12,100GB,85%,159
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000572389.1-ENST00000522833.5-ENST00000587986.5,100GB,85%,93
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000572706.1-ENST00000576027.1,100GB,85%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000577659.2-ENST00000636908.1-ENST00000263519.5,100GB,85%,202
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000578454.5-ENST00000693103.1,100GB,85%,90
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000578609.1-ENST00000601533.6,100GB,85%,92
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000578882.1-ENST00000578882.1,100GB,85%,41
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000579454.2-ENST00000397988.7,100GB,85%,118
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000579822.1-ENST00000581274.1,100GB,85%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000580200.1-ENST00000587790.5,100GB,85%,54
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000582203.1-ENST00000612157.4,100GB,85%,36
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000582301.5-ENST00000582301.5,100GB,85%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000583446.5-ENST00000583446.5,100GB,85%,54
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000584705.2-ENST00000582478.5,100GB,85%,92
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000585347.5-ENST00000591938.5,100GB,85%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000585377.5-ENST00000624301.3,100GB,85%,102
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000585931.5-ENST00000567105.5-ENST00000495845.1,100GB,85%,61
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000587292.1-ENST00000338523.9,100GB,85%,72
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000587487.5-ENST00000623122.1-ENST00000592230.2,100GB,85%,54
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000587580.1-ENST00000587580.1,100GB,85%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000588071.5-ENST00000534018.5,100GB,85%,68
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000589248.5-ENST00000594270.5,100GB,85%,37
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000589398.1-ENST00000571735.3,100GB,85%,42
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000591074.1-ENST00000653917.1-ENST00000534289.5,100GB,85%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000591313.7-ENST00000421185.1-ENST00000684810.1,100GB,85%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000591680.6-ENST00000674339.1,100GB,85%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000591991.1-ENST00000362600.1,100GB,85%,99
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000592227.1-ENST00000359606.3-ENST00000605777.1,100GB,85%,102
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000592235.1-ENST00000636950.1,100GB,85%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000595193.5-ENST00000519095.5,100GB,85%,54
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000596112.5-ENST00000358432.8-ENST00000379034.1,100GB,85%,88
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000597796.1-ENST00000597796.1,100GB,85%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000598261.2-ENST00000412056.5-ENST00000659246.1,100GB,85%,97
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000598909.1-ENST00000611327.1,100GB,85%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000600342.5-ENST00000473575.1,100GB,85%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000601519.5-ENST00000588108.5,100GB,85%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000602215.1-ENST00000601614.6,100GB,85%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000602755.1-ENST00000374505.6,100GB,85%,38
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000602795.6-ENST00000642160.1,100GB,85%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000602967.5-ENST00000581593.1,100GB,85%,37
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,ENST00000607467.1-ENST00000561902.1,100GB,85%,53
