fusionGene	Gene1_vID	Gene2_vID	Gene3_vID	original.fusion.gene.id	V1	V2	V3	geneName	name	chrom	strand	exonCount	exonBases	exonIndexes	exonStarts	exonEnds	fusionType	fusionOptions	geneName_ID	external_gene_name	fusion.gene.id	Gene1_alternative_ID	Gene2_alternative_ID	Gene3_alternative_ID
ENSG00000289625.1::ENSG00000108018.16	ENSG00000289625.1	ENSG00000108018.16	NA	ENSG00000289625:ENSG00000108018	ENSG00000289625	ENSG00000108018	NA	ENSG00000289625	ENST00000686832.1	chr11	-	1	58	1	73182791	73182848	hybrid	symmetrical_exons	ENSG00000289625.1	IUR1	ENSG00000289625:ENSG00000108018	ENSG00000289625	ENSG00000108018	NA
ENSG00000289625.1::ENSG00000108018.16	ENSG00000289625.1	ENSG00000108018.16	NA	ENSG00000289625:ENSG00000108018	ENSG00000289625	ENSG00000108018	NA	ENSG00000108018	ENST00000452214.5	chr10	-	2	165	0,1	106577200,106579092	106577285,106579170	hybrid	symmetrical_exons	ENSG00000108018.16	SORCS1	ENSG00000289625:ENSG00000108018	ENSG00000289625	ENSG00000108018	NA
ENSG00000285565.1::ENSG00000141499.18	ENSG00000285565.1	ENSG00000141499.18	NA	ENSG00000285565:ENSG00000141499	ENSG00000285565	ENSG00000141499	NA	ENSG00000285565	ENST00000649802.1	chr6	+	4	1301	0,1,2,3	31828835,31835412,31837237,31839544	31829753,31835451,31837435,31839686	hybrid	symmetrical_exons	ENSG00000285565.1	NA	ENSG00000285565:ENSG00000141499	ENSG00000285565	ENSG00000141499	NA
ENSG00000285565.1::ENSG00000141499.18	ENSG00000285565.1	ENSG00000141499.18	NA	ENSG00000285565:ENSG00000141499	ENSG00000285565	ENSG00000141499	NA	ENSG00000141499	ENST00000698747.1	chr17	+	7	819	2,3,4,5,6,7,8	7700742,7701460,7701658,7702345,7702744,7702994,7703244	7700829,7701549,7701789,7702552,7702846,7703127,7703307	hybrid	symmetrical_exons	ENSG00000141499.18	WRAP53	ENSG00000285565:ENSG00000141499	ENSG00000285565	ENSG00000141499	NA
ENSG00000173166.18::ENSG00000137807.16	ENSG00000173166.18	ENSG00000137807.16	NA	ENSG00000173166:ENSG00000137807	ENSG00000173166	ENSG00000137807	NA	ENSG00000173166	ENST00000453034.5	chr2	-	12	1584	3,4,5,6,7,8,9,10,11,12,13,14	203454431,203455438,203457531,203459908,203461250,203461849,203470240,203477077,203489585,203491215,203495235,203535112	203454540,203455580,203457595,203460028,203461408,203461925,203470313,203477156,203490089,203491319,203495353,203535137	hybrid	symmetrical_exons	ENSG00000173166.18	RAPH1	ENSG00000173166:ENSG00000137807	ENSG00000173166	ENSG00000137807	NA
ENSG00000173166.18::ENSG00000137807.16	ENSG00000173166.18	ENSG00000137807.16	NA	ENSG00000173166:ENSG00000137807	ENSG00000173166	ENSG00000137807	NA	ENSG00000137807	ENST00000260363.9	chr15	+	18	2408	5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	69422327,69423160,69426071,69426337,69429112,69435484,69435653,69436139,69436565,69438249,69439905,69440309,69440769,69444791,69446010,69446284,69446872,69447793	69422435,69423329,69426182,69426457,69429213,69435562,69435771,69436261,69436722,69438405,69440077,69440487,69441079,69445041,69446091,69446364,69446941,69447803	hybrid	symmetrical_exons	ENSG00000137807.16	KIF23	ENSG00000173166:ENSG00000137807	ENSG00000173166	ENSG00000137807	NA
ENSG00000119314.16::ENSG00000226711.9	ENSG00000119314.16	ENSG00000226711.9	NA	ENSG00000119314:ENSG00000226711	ENSG00000119314	ENSG00000226711	NA	ENSG00000119314	ENST00000374255.6	chr9	-	14	1600	1,2,3,4,5,6,7,8,9,10,11,12,13,14	112224134,112227412,112228381,112231381,112232100,112234821,112250930,112252679,112262436,112268050,112275845,112297842,112330442,112333471	112224210,112227627,112228472,112231413,112232238,112234897,112251103,112252788,112262599,112268195,112276013,112297916,112330474,112333565	hybrid	symmetrical_exons	ENSG00000119314.16	PTBP3	ENSG00000119314:ENSG00000226711	ENSG00000119314	ENSG00000226711	NA
ENSG00000119314.16::ENSG00000226711.9	ENSG00000119314.16	ENSG00000226711.9	NA	ENSG00000119314:ENSG00000226711	ENSG00000119314	ENSG00000226711	NA	ENSG00000226711	ENST00000454799.6	chr12	+	5	986	2,3,4,5,6	8188473,8194204,8194730,8196258,8215807	8188645,8194481,8194796,8196518,8216013	hybrid	symmetrical_exons	ENSG00000226711.9	FAM66C	ENSG00000119314:ENSG00000226711	ENSG00000119314	ENSG00000226711	NA
ENSG00000226138.4::ENSG00000167110.19	ENSG00000226138.4	ENSG00000167110.19	NA	ENSG00000226138:ENSG00000167110	ENSG00000226138	ENSG00000167110	NA	ENSG00000226138	ENST00000549557.1	chr12	+	1	305	0	48085063	48085367	hybrid	symmetrical_exons	ENSG00000226138.4	NA	ENSG00000226138:ENSG00000167110	ENSG00000226138	ENSG00000167110	NA
ENSG00000226138.4::ENSG00000167110.19	ENSG00000226138.4	ENSG00000167110.19	NA	ENSG00000226138:ENSG00000167110	ENSG00000226138	ENSG00000167110	NA	ENSG00000167110	ENST00000693047.1	chr9	-	5	348	0,1,2,3,4	128267195,128267459,128267935,128273851,128275894	128267274,128267517,128267997,128273972,128275917	hybrid	symmetrical_exons	ENSG00000167110.19	GOLGA2	ENSG00000226138:ENSG00000167110	ENSG00000226138	ENSG00000167110	NA
ENSG00000244607.7::ENSG00000138347.17	ENSG00000244607.7	ENSG00000138347.17	NA	ENSG00000244607:ENSG00000138347	ENSG00000244607	ENSG00000138347	NA	ENSG00000244607	ENST00000435327.2	chr3	-	5	630	1,2,3,4,5	42751937,42752576,42757067,42758126,42773177	42752025,42752717,42757214,42758351,42773201	hybrid	symmetrical_exons	ENSG00000244607.7	CCDC13	ENSG00000244607:ENSG00000138347	ENSG00000244607	ENSG00000138347	NA
ENSG00000244607.7::ENSG00000138347.17	ENSG00000244607.7	ENSG00000138347.17	NA	ENSG00000244607:ENSG00000138347	ENSG00000244607	ENSG00000138347	NA	ENSG00000138347	ENST00000685060.1	chr10	+	3	477	4,5,6	68148354,68150041,68154900	68148467,68150111,68155191	hybrid	symmetrical_exons	ENSG00000138347.17	MYPN	ENSG00000244607:ENSG00000138347	ENSG00000244607	ENSG00000138347	NA
ENSG00000132122.12::ENSG00000179082.4	ENSG00000132122.12	ENSG00000179082.4	NA	ENSG00000132122:ENSG00000179082	ENSG00000132122	ENSG00000179082	NA	ENSG00000132122	ENST00000487629.1	chr1	-	2	367	0,1	48355446,48359587	48355769,48359629	hybrid	symmetrical_exons	ENSG00000132122.12	SPATA6	ENSG00000132122:ENSG00000179082	ENSG00000132122	ENSG00000179082	NA
ENSG00000132122.12::ENSG00000179082.4	ENSG00000132122.12	ENSG00000179082.4	NA	ENSG00000132122:ENSG00000179082	ENSG00000132122	ENSG00000179082	NA	ENSG00000179082	ENST00000701282.1	chr9	+	1	498	0	129321017	129321514	hybrid	symmetrical_exons	ENSG00000179082.4	LINC02913	ENSG00000132122:ENSG00000179082	ENSG00000132122	ENSG00000179082	NA
ENSG00000108576.10::ENSG00000132002.9	ENSG00000108576.10	ENSG00000132002.9	NA	ENSG00000108576:ENSG00000132002	ENSG00000108576	ENSG00000132002	NA	ENSG00000108576	ENST00000578609.1	chr17	-	1	45	1	30203173	30203217	hybrid	symmetrical_exons	ENSG00000108576.10	SLC6A4	ENSG00000108576:ENSG00000132002	ENSG00000108576	ENSG00000132002	NA
ENSG00000108576.10::ENSG00000132002.9	ENSG00000108576.10	ENSG00000132002.9	NA	ENSG00000108576:ENSG00000132002	ENSG00000108576	ENSG00000132002	NA	ENSG00000132002	ENST00000601533.6	chr19	-	4	2125	0,1,2,3	14514784,14516467,14527688,14529223	14516170,14517046,14527810,14529257	hybrid	symmetrical_exons	ENSG00000132002.9	DNAJB1	ENSG00000108576:ENSG00000132002	ENSG00000108576	ENSG00000132002	NA
ENSG00000160633.13::ENSG00000199470.1	ENSG00000160633.13	ENSG00000199470.1	NA	ENSG00000160633:ENSG00000199470	ENSG00000160633	ENSG00000199470	NA	ENSG00000160633	ENST00000591991.1	chr19	+	2	3340	0,1	5664727,5668163	5667886,5668342	hybrid	symmetrical_exons	ENSG00000160633.13	SAFB	ENSG00000160633:ENSG00000199470	ENSG00000160633	ENSG00000199470	NA
ENSG00000160633.13::ENSG00000199470.1	ENSG00000160633.13	ENSG00000199470.1	NA	ENSG00000160633:ENSG00000199470	ENSG00000160633	ENSG00000199470	NA	ENSG00000199470	ENST00000362600.1	chr7	-	1	53	0	12700759	12700811	hybrid	symmetrical_exons	ENSG00000199470.1	NA	ENSG00000160633:ENSG00000199470	ENSG00000160633	ENSG00000199470	NA
ENSG00000236160.1::ENSG00000224097.5	ENSG00000236160.1	ENSG00000224097.5	NA	ENSG00000236160:ENSG00000224097	ENSG00000236160	ENSG00000224097	NA	ENSG00000236160	ENST00000431868.1	chrX	-	1	96	0	26657292	26657387	hybrid	symmetrical_exons	ENSG00000236160.1	NA	ENSG00000236160:ENSG00000224097	ENSG00000236160	ENSG00000224097	NA
ENSG00000236160.1::ENSG00000224097.5	ENSG00000236160.1	ENSG00000224097.5	NA	ENSG00000236160:ENSG00000224097	ENSG00000236160	ENSG00000224097	NA	ENSG00000224097	ENST00000513652.1	chr4	+	1	327	1	39480787	39481113	hybrid	symmetrical_exons	ENSG00000224097.5	NA	ENSG00000236160:ENSG00000224097	ENSG00000236160	ENSG00000224097	NA
ENSG00000125912.11::ENSG00000158445.10	ENSG00000125912.11	ENSG00000158445.10	NA	ENSG00000125912:ENSG00000158445	ENSG00000125912	ENSG00000158445	NA	ENSG00000125912	ENST00000592235.1	chr19	+	1	3	0	3206423	3206425	hybrid	symmetrical_exons	ENSG00000125912.11	NCLN	ENSG00000125912:ENSG00000158445	ENSG00000125912	ENSG00000158445	NA
ENSG00000125912.11::ENSG00000158445.10	ENSG00000125912.11	ENSG00000158445.10	NA	ENSG00000125912:ENSG00000158445	ENSG00000125912	ENSG00000158445	NA	ENSG00000158445	ENST00000636950.1	chr20	-	2	107	0,1	49451334,49481915	49451417,49481937	hybrid	symmetrical_exons	ENSG00000158445.10	KCNB1	ENSG00000125912:ENSG00000158445	ENSG00000125912	ENSG00000158445	NA
ENSG00000188186.11::ENSG00000284776.1	ENSG00000188186.11	ENSG00000284776.1	NA	ENSG00000188186:ENSG00000284776	ENSG00000188186	ENSG00000284776	NA	ENSG00000188186	ENST00000466498.2	chr7	+	1	121	0	100149360	100149480	hybrid	symmetrical_exons	ENSG00000188186.11	LAMTOR4	ENSG00000188186:ENSG00000284776	ENSG00000188186	ENSG00000284776	NA
ENSG00000188186.11::ENSG00000284776.1	ENSG00000188186.11	ENSG00000284776.1	NA	ENSG00000188186:ENSG00000284776	ENSG00000188186	ENSG00000284776	NA	ENSG00000284776	ENST00000618693.4	chr20	+	4	502	1,2,3,4	18593732,18596007,18628128,18744101	18593821,18596241,18628233,18744171	hybrid	symmetrical_exons	ENSG00000284776.1	NA	ENSG00000188186:ENSG00000284776	ENSG00000188186	ENSG00000284776	NA
ENSG00000185000.12::ENSG00000254755.1	ENSG00000185000.12	ENSG00000254755.1	NA	ENSG00000185000:ENSG00000254755	ENSG00000185000	ENSG00000254755	NA	ENSG00000185000	ENST00000524965.5	chr8	-	6	440	6,7,8,9,10,11	144317785,144317915,144318096,144318262,144318462,144318700	144317822,144318017,144318169,144318362,144318566,144318718	hybrid	symmetrical_exons	ENSG00000185000.12	DGAT1	ENSG00000185000:ENSG00000254755	ENSG00000185000	ENSG00000254755	NA
ENSG00000185000.12::ENSG00000254755.1	ENSG00000185000.12	ENSG00000254755.1	NA	ENSG00000185000:ENSG00000254755	ENSG00000185000	ENSG00000254755	NA	ENSG00000254755	ENST00000527320.1	chr11	+	1	17	0	76591024	76591040	hybrid	symmetrical_exons	ENSG00000254755.1	NA	ENSG00000185000:ENSG00000254755	ENSG00000185000	ENSG00000254755	NA
ENSG00000074219.14::ENSG00000236172.7	ENSG00000074219.14	ENSG00000236172.7	NA	ENSG00000074219:ENSG00000236172	ENSG00000074219	ENSG00000236172	NA	ENSG00000074219	ENST00000601519.5	chr19	-	3	361	9,10,11	49359436,49359845,49362330	49359499,49360081,49362389	hybrid	symmetrical_exons	ENSG00000074219.14	TEAD2	ENSG00000074219:ENSG00000236172	ENSG00000074219	ENSG00000236172	NA
ENSG00000074219.14::ENSG00000236172.7	ENSG00000074219.14	ENSG00000236172.7	NA	ENSG00000074219:ENSG00000236172	ENSG00000074219	ENSG00000236172	NA	ENSG00000236172	ENST00000588108.5	chr2	-	4	624	0,1,2,3	6633839,6634596,6635121,6635577	6633969,6634911,6635251,6635622	hybrid	symmetrical_exons	ENSG00000236172.7	MIR7515HG	ENSG00000074219:ENSG00000236172	ENSG00000074219	ENSG00000236172	NA
ENSG00000106692.15::ENSG00000082898.19	ENSG00000106692.15	ENSG00000082898.19	NA	ENSG00000106692:ENSG00000082898	ENSG00000106692	ENSG00000082898	NA	ENSG00000106692	ENST00000675232.1	chr9	+	3	329	0,1,2	105573654,105574946,105596599	105573746,105575137,105596642	hybrid	symmetrical_exons	ENSG00000106692.15	FKTN	ENSG00000106692:ENSG00000082898	ENSG00000106692	ENSG00000082898	NA
ENSG00000106692.15::ENSG00000082898.19	ENSG00000106692.15	ENSG00000082898.19	NA	ENSG00000106692:ENSG00000082898	ENSG00000106692	ENSG00000082898	NA	ENSG00000082898	ENST00000676999.1	chr2	-	1	920	0	61477690	61478609	hybrid	symmetrical_exons	ENSG00000082898.19	XPO1	ENSG00000106692:ENSG00000082898	ENSG00000106692	ENSG00000082898	NA
ENSG00000145901.16::ENSG00000119535.19	ENSG00000145901.16	ENSG00000119535.19	NA	ENSG00000145901:ENSG00000119535	ENSG00000145901	ENSG00000119535	NA	ENSG00000145901	ENST00000518977.5	chr5	-	10	1043	8,9,10,11,12,13,14,15,16,17	151042897,151045862,151049825,151052166,151056767,151060319,151062128,151063614,151064961,151080881	151042961,151045950,151049947,151052259,151056957,151060395,151062212,151063747,151065131,151080894	hybrid	symmetrical_exons	ENSG00000145901.16	TNIP1	ENSG00000145901:ENSG00000119535	ENSG00000145901	ENSG00000119535	NA
ENSG00000145901.16::ENSG00000119535.19	ENSG00000145901.16	ENSG00000119535.19	NA	ENSG00000145901:ENSG00000119535	ENSG00000145901	ENSG00000119535	NA	ENSG00000119535	ENST00000489551.6	chr1	-	2	2609	0,1	36479004,36482812	36481537,36482886	hybrid	symmetrical_exons	ENSG00000119535.19	CSF3R	ENSG00000145901:ENSG00000119535	ENSG00000145901	ENSG00000119535	NA
ENSG00000201151.1::ENSG00000276316.1	ENSG00000201151.1	ENSG00000276316.1	NA	ENSG00000201151:ENSG00000276316	ENSG00000201151	ENSG00000276316	NA	ENSG00000201151	ENST00000364281.1	chr20	-	1	53	0	35117137	35117189	hybrid	symmetrical_exons	ENSG00000201151.1	NA	ENSG00000201151:ENSG00000276316	ENSG00000201151	ENSG00000276316	NA
ENSG00000201151.1::ENSG00000276316.1	ENSG00000201151.1	ENSG00000276316.1	NA	ENSG00000201151:ENSG00000276316	ENSG00000201151	ENSG00000276316	NA	ENSG00000276316	ENST00000616658.1	chr11	+	2	582	0,1	124238421,124239064	124238843,124239222	hybrid	symmetrical_exons	ENSG00000276316.1	OR8G7P	ENSG00000201151:ENSG00000276316	ENSG00000201151	ENSG00000276316	NA
ENSG00000140332.18::ENSG00000163216.7	ENSG00000140332.18	ENSG00000163216.7	NA	ENSG00000140332:ENSG00000163216	ENSG00000140332	ENSG00000163216	NA	ENSG00000140332	ENST00000542329.2	chr15	-	1	16	2	70055050	70055065	hybrid	symmetrical_exons	ENSG00000140332.18	TLE3	ENSG00000140332:ENSG00000163216	ENSG00000140332	ENSG00000163216	NA
ENSG00000140332.18::ENSG00000163216.7	ENSG00000140332.18	ENSG00000163216.7	NA	ENSG00000140332:ENSG00000163216	ENSG00000140332	ENSG00000163216	NA	ENSG00000163216	ENST00000368756.1	chr1	-	2	578	0,1	153039849,153040668	153040365,153040728	hybrid	symmetrical_exons	ENSG00000163216.7	SPRR2D	ENSG00000140332:ENSG00000163216	ENSG00000140332	ENSG00000163216	NA
ENSG00000250802.7::ENSG00000106066.15	ENSG00000250802.7	ENSG00000106066.15	NA	ENSG00000250802:ENSG00000106066	ENSG00000250802	ENSG00000106066	NA	ENSG00000250802	ENST00000502433.5	chr5	+	1	25	0	77086802	77086826	hybrid	symmetrical_exons	ENSG00000250802.7	ZBED3-AS1	ENSG00000250802:ENSG00000106066	ENSG00000250802	ENSG00000106066	NA
ENSG00000250802.7::ENSG00000106066.15	ENSG00000250802.7	ENSG00000106066.15	NA	ENSG00000250802:ENSG00000106066	ENSG00000250802	ENSG00000106066	NA	ENSG00000106066	ENST00000455544.5	chr7	-	2	154	0,1	29120932,29181291	29121071,29181304	hybrid	symmetrical_exons	ENSG00000106066.15	CPVL	ENSG00000250802:ENSG00000106066	ENSG00000250802	ENSG00000106066	NA
ENSG00000256339.1::ENSG00000149564.12	ENSG00000256339.1	ENSG00000149564.12	NA	ENSG00000256339:ENSG00000149564	ENSG00000256339	ENSG00000149564	NA	ENSG00000256339	ENST00000444324.2	chr12	+	2	199	0,1	14841093,14844496	14841234,14844552	hybrid	symmetrical_exons	ENSG00000256339.1	NA	ENSG00000256339:ENSG00000149564	ENSG00000256339	ENSG00000149564	NA
ENSG00000256339.1::ENSG00000149564.12	ENSG00000256339.1	ENSG00000149564.12	NA	ENSG00000256339:ENSG00000149564	ENSG00000256339	ENSG00000149564	NA	ENSG00000149564	ENST00000485116.5	chr11	-	2	874	0,1	124753124,124754215	124753961,124754250	hybrid	symmetrical_exons	ENSG00000149564.12	ESAM	ENSG00000256339:ENSG00000149564	ENSG00000256339	ENSG00000149564	NA
ENSG00000119537.18::ENSG00000086300.17	ENSG00000119537.18	ENSG00000086300.17	NA	ENSG00000119537:ENSG00000086300	ENSG00000119537	ENSG00000086300	NA	ENSG00000119537	ENST00000587292.1	chr18	-	1	36	2	63367012	63367047	hybrid	symmetrical_exons	ENSG00000119537.18	KDSR	ENSG00000119537:ENSG00000086300	ENSG00000119537	ENSG00000086300	NA
ENSG00000119537.18::ENSG00000086300.17	ENSG00000119537.18	ENSG00000086300.17	NA	ENSG00000119537:ENSG00000086300	ENSG00000119537	ENSG00000086300	NA	ENSG00000086300	ENST00000338523.9	chr7	+	2	1885	5,6	26371822,26372492	26372033,26374164	hybrid	symmetrical_exons	ENSG00000086300.17	SNX10	ENSG00000119537:ENSG00000086300	ENSG00000119537	ENSG00000086300	NA
ENSG00000163814.8::ENSG00000226877.9	ENSG00000163814.8	ENSG00000226877.9	NA	ENSG00000163814:ENSG00000226877	ENSG00000163814	ENSG00000226877	NA	ENSG00000163814	ENST00000425231.2	chr3	-	1	36	3	45146207	45146242	hybrid	symmetrical_exons	ENSG00000163814.8	CDCP1	ENSG00000163814:ENSG00000226877	ENSG00000163814	ENSG00000226877	NA
ENSG00000163814.8::ENSG00000226877.9	ENSG00000163814.8	ENSG00000226877.9	NA	ENSG00000163814:ENSG00000226877	ENSG00000163814	ENSG00000226877	NA	ENSG00000226877	ENST00000412069.1	chr9	+	2	350	0,1	83837053,83837409	83837299,83837511	hybrid	symmetrical_exons	ENSG00000226877.9	NA	ENSG00000163814:ENSG00000226877	ENSG00000163814	ENSG00000226877	NA
ENSG00000013375.17::ENSG00000225127.4	ENSG00000013375.17	ENSG00000225127.4	NA	ENSG00000013375:ENSG00000225127	ENSG00000013375	ENSG00000225127	NA	ENSG00000013375	ENST00000509219.2	chr6	-	5	639	8,9,10,11,12	83182846,83187009,83188615,83190810,83193180	83182978,83187075,83188798,83191014,83193229	hybrid	symmetrical_exons	ENSG00000013375.17	PGM3	ENSG00000013375:ENSG00000225127	ENSG00000013375	ENSG00000225127	NA
ENSG00000013375.17::ENSG00000225127.4	ENSG00000013375.17	ENSG00000225127.4	NA	ENSG00000013375:ENSG00000225127	ENSG00000013375	ENSG00000225127	NA	ENSG00000225127	ENST00000668193.1	chr20	-	2	1090	0,1	21092810,21102274	21093852,21102320	hybrid	symmetrical_exons	ENSG00000225127.4	LINC00237	ENSG00000013375:ENSG00000225127	ENSG00000013375	ENSG00000225127	NA
ENSG00000291211.1::ENSG00000160957.15	ENSG00000291211.1	ENSG00000160957.15	NA	ENSG00000291211:ENSG00000160957	ENSG00000291211	ENSG00000160957	NA	ENSG00000291211	ENST00000559989.1	chr15	+	8	4896	0,1,2,3,4,5,6,7	85196445,85198356,85199453,85201818,85204177,85205305,85207034,85207703	85196774,85198841,85199622,85201975,85204417,85205462,85207069,85211019	hybrid	symmetrical_exons	ENSG00000291211.1	NA	ENSG00000291211:ENSG00000160957	ENSG00000291211	ENSG00000160957	NA
ENSG00000291211.1::ENSG00000160957.15	ENSG00000291211.1	ENSG00000160957.15	NA	ENSG00000291211:ENSG00000160957	ENSG00000291211	ENSG00000160957	NA	ENSG00000160957	ENST00000534538.1	chr8	-	1	194	0	144516246	144516439	hybrid	symmetrical_exons	ENSG00000160957.15	RECQL4	ENSG00000291211:ENSG00000160957	ENSG00000291211	ENSG00000160957	NA
ENSG00000151967.18::ENSG00000255248.11	ENSG00000151967.18	ENSG00000255248.11	NA	ENSG00000151967:ENSG00000255248	ENSG00000151967	ENSG00000255248	NA	ENSG00000151967	ENST00000461058.5	chr3	+	2	373	0,1	159839939,159866164	159840214,159866260	hybrid	symmetrical_exons	ENSG00000151967.18	SCHIP1	ENSG00000151967:ENSG00000255248	ENSG00000151967	ENSG00000255248	NA
ENSG00000151967.18::ENSG00000255248.11	ENSG00000151967.18	ENSG00000255248.11	NA	ENSG00000151967:ENSG00000255248	ENSG00000151967	ENSG00000255248	NA	ENSG00000255248	ENST00000670198.1	chr11	-	2	763	0,1	122028390,122064181	122028845,122064487	hybrid	symmetrical_exons	ENSG00000255248.11	MIR100HG	ENSG00000151967:ENSG00000255248	ENSG00000151967	ENSG00000255248	NA
ENSG00000204256.14::ENSG00000184634.17	ENSG00000204256.14	ENSG00000184634.17	NA	ENSG00000204256:ENSG00000184634	ENSG00000204256	ENSG00000184634	NA	ENSG00000204256	ENST00000374825.9	chr6	+	4	2141	0,1,2,3	32968595,32971596,32974463,32975385	32969056,32972927,32974765,32975428	hybrid	symmetrical_exons	ENSG00000204256.14	BRD2	ENSG00000204256:ENSG00000184634	ENSG00000204256	ENSG00000184634	NA
ENSG00000204256.14::ENSG00000184634.17	ENSG00000204256.14	ENSG00000184634.17	NA	ENSG00000204256:ENSG00000184634	ENSG00000204256	ENSG00000184634	NA	ENSG00000184634	ENST00000688622.1	chrX	+	4	560	0,1,2,3	71128793,71129115,71129681,71130036	71128853,71129429,71129855,71130044	hybrid	symmetrical_exons	ENSG00000184634.17	MED12	ENSG00000204256:ENSG00000184634	ENSG00000204256	ENSG00000184634	NA
ENSG00000105613.10::ENSG00000164011.18	ENSG00000105613.10	ENSG00000164011.18	NA	ENSG00000105613:ENSG00000164011	ENSG00000105613	ENSG00000164011	NA	ENSG00000105613	ENST00000699746.1	chr19	+	6	558	0,1,2,3,4,5	12847426,12847613,12847849,12851935,12852116,12852329	12847450,12847687,12848057,12852035,12852247,12852344	hybrid	symmetrical_exons	ENSG00000105613.10	MAST1	ENSG00000105613:ENSG00000164011	ENSG00000105613	ENSG00000164011	NA
ENSG00000105613.10::ENSG00000164011.18	ENSG00000105613.10	ENSG00000164011.18	NA	ENSG00000105613:ENSG00000164011	ENSG00000105613	ENSG00000164011	NA	ENSG00000164011	ENST00000372503.2	chr1	+	2	934	0,1	42849556,42850951	42849742,42851697	hybrid	symmetrical_exons	ENSG00000164011.18	ZNF691	ENSG00000105613:ENSG00000164011	ENSG00000105613	ENSG00000164011	NA
ENSG00000144320.14::ENSG00000168280.18	ENSG00000144320.14	ENSG00000168280.18	NA	ENSG00000144320:ENSG00000168280	ENSG00000144320	ENSG00000168280	NA	ENSG00000144320	ENST00000489827.1	chr2	-	2	174	0,1	175937469,175938314	175937514,175938441	hybrid	symmetrical_exons	ENSG00000144320.14	LNPK	ENSG00000144320:ENSG00000168280	ENSG00000144320	ENSG00000168280	NA
ENSG00000144320.14::ENSG00000168280.18	ENSG00000144320.14	ENSG00000168280.18	NA	ENSG00000144320:ENSG00000168280	ENSG00000144320	ENSG00000168280	NA	ENSG00000168280	ENST00000460377.1	chr2	+	1	798	5	148997265	148998062	hybrid	symmetrical_exons	ENSG00000168280.18	KIF5C	ENSG00000144320:ENSG00000168280	ENSG00000144320	ENSG00000168280	NA
